Income,MntTotal,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,AcceptedCmp6,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Graduation,education_Master,education_PhD,MntRegularProds,DateJoined
54058,608,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,44,2549,0,0,0,1,0,0,1,0,0,554,23-10-15
24683,35,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,30,2272,0,1,0,0,0,1,0,0,0,29,26-07-16
47850,124,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,40,2367,0,1,0,0,0,0,1,0,0,114,22-04-16
74004,1610,0,0,5,784,48,560,42,176,48,1,4,6,4,3,1,0,0,0,1,0,1,33,2284,0,0,1,0,0,0,0,0,1,1562,14-07-16
27159,20,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,47,2251,0,1,0,0,0,0,0,1,0,19,16-08-16
39548,36,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,57,2249,0,0,1,0,0,1,0,0,0,18,18-08-16
71670,1606,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,0,1,1,0,1,58,2514,0,0,0,0,1,0,0,0,1,1446,27-11-15
60504,492,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,49,2301,0,0,1,0,0,0,0,0,1,458,27-06-16
22419,120,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,57,2596,0,1,0,0,0,0,1,0,0,78,06-09-15
90247,1605,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,0,1,32,2220,0,0,1,0,0,0,0,1,0,1589,16-09-16
43462,225,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,68,2814,0,0,0,1,0,0,1,0,0,210,31-01-15
54880,677,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,42,2644,0,0,1,0,0,0,0,0,1,559,20-07-15
79908,1661,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0,0,38,2609,0,1,0,0,0,0,1,0,0,1550,24-08-15
15315,47,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,30,22-12-15
90369,1571,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,64,2221,0,1,0,0,0,0,1,0,0,1554,15-09-16
33039,66,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,42,2452,0,1,0,0,0,0,1,0,0,54,28-01-16
81741,1534,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,40,2537,0,0,1,0,0,0,1,0,0,1496,04-11-15
71499,758,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,49,2528,0,0,0,1,0,0,0,1,0,721,13-11-15
62466,806,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,50,2324,0,1,0,0,0,1,0,0,0,723,04-06-16
48799,307,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,57,2395,1,0,0,0,0,0,0,0,1,283,25-03-16
52157,225,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,70,2181,0,0,0,1,0,0,0,0,1,185,25-10-16
66565,1023,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,58,2730,0,0,1,0,0,0,1,0,0,981,25-04-15
29298,10,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,69,2454,0,0,0,1,0,0,0,1,0,9,26-01-16
47691,17,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,41,2518,0,0,1,0,0,0,1,0,0,13,23-11-15
38200,16,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,50,2728,0,0,0,1,0,0,1,0,0,15,27-04-15
44989,263,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,46,2814,0,1,0,0,0,0,1,0,0,157,31-01-15
38443,37,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,52,2312,0,1,0,0,0,0,0,0,1,36,16-06-16
38593,153,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,42,2448,0,0,1,0,0,1,0,0,0,129,01-02-16
64413,259,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,50,2491,0,0,0,1,0,0,0,0,1,239,20-12-15
36959,62,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,39,2429,0,1,0,0,0,0,0,1,0,62,20-02-16
85620,1554,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,56,2332,0,0,0,0,1,0,1,0,0,1508,27-05-16
51287,152,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,52,2248,0,1,0,0,0,0,1,0,0,122,19-08-16
13260,42,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,50,2469,0,1,0,0,0,0,1,0,0,35,11-01-16
47472,67,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,54,2445,0,0,0,1,0,0,0,0,1,59,04-02-16
54603,223,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,64,2514,0,0,0,1,0,0,0,1,0,219,27-11-15
45207,213,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,0,46,2755,0,1,0,0,0,0,0,0,1,211,31-03-15
47821,37,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,53,2411,0,0,0,1,0,1,0,0,0,27,09-03-16
27450,91,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,69,2599,0,1,0,0,0,0,0,1,0,39,03-09-15
39453,53,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,37,2246,0,0,0,1,0,0,1,0,0,51,21-08-16
26850,54,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,49,2231,0,0,0,1,0,1,0,0,0,45,05-09-16
83003,1552,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,0,0,1,0,1,55,2642,0,0,0,1,0,0,1,0,0,1430,22-07-15
61794,600,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,59,2447,0,1,0,0,0,0,0,1,0,589,02-02-16
53863,443,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0,0,65,2202,0,0,0,1,0,0,1,0,0,413,04-10-16
24221,33,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,61,2472,0,0,0,1,0,0,1,0,0,11,08-01-16
60896,1548,0,1,90,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,0,1,56,2785,0,1,0,0,0,0,0,0,1,1395,01-03-15
64260,1544,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,59,2693,0,0,0,1,0,0,1,0,0,1514,01-06-15
69882,1313,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,55,2390,0,0,1,0,0,0,0,1,0,1148,30-03-16
33178,33,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,43,2309,0,0,0,1,0,0,1,0,0,17,19-06-16
59973,382,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,48,2450,0,1,0,0,0,0,0,0,1,382,30-01-16
64140,1535,0,2,71,1459,0,61,0,15,215,5,2,5,6,5,0,1,1,0,1,0,1,56,2438,1,0,0,0,0,0,0,0,1,1320,11-02-16
23910,54,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,51,2770,1,0,0,0,0,0,1,0,0,41,16-03-15
42169,28,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,51,2412,0,1,0,0,0,0,0,1,0,26,08-03-16
26224,48,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,42,2549,0,1,0,0,0,1,0,0,0,33,23-10-15
31089,75,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,39,2840,0,0,0,1,0,0,1,0,0,71,05-01-15
30081,38,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,59,2652,0,0,1,0,0,0,1,0,0,34,12-07-15
62807,720,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,60,2826,0,0,0,1,0,0,1,0,0,621,19-01-15
72906,1097,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,65,2444,0,0,1,0,0,0,1,0,0,1043,05-02-16
61467,545,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,72,2726,0,1,0,0,0,0,0,0,1,496,29-04-15
49618,115,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,54,2678,0,0,0,1,0,0,0,1,0,101,16-06-15
58138,1529,0,0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,0,1,63,2822,0,0,1,0,0,0,1,0,0,1441,23-01-15
26150,27,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,64,2634,1,0,0,0,0,0,1,0,0,26,30-07-15
30801,34,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,2770,0,1,0,0,0,0,0,0,0,23,16-03-15
81168,1171,0,0,84,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,0,0,55,2212,0,1,0,0,0,0,1,0,0,1149,24-09-16
26877,228,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,51,2473,0,0,1,0,0,0,0,1,0,188,07-01-16
45006,256,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,76,2505,0,0,0,0,1,0,0,1,0,246,06-12-15
18978,22,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,47,2724,0,1,0,0,0,0,0,0,0,7,01-05-15
96843,1527,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,0,0,1,0,1,30,2591,0,0,1,0,0,0,1,0,0,1510,11-09-15
45837,349,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,46,2497,0,1,0,0,0,0,1,0,0,325,14-12-15
35791,32,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,55,2578,0,0,1,0,0,0,0,1,0,29,24-09-15
54162,32,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,2627,0,0,0,0,1,0,1,0,0,22,06-08-15
30522,300,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,60,2840,0,1,0,0,0,0,0,1,0,274,05-01-15
54456,389,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,59,2512,0,1,0,0,0,0,0,0,1,374,29-11-15
31632,63,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,49,2509,0,0,1,0,0,0,1,0,0,31,02-12-15
72298,904,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0,0,71,2270,0,0,0,0,1,0,1,0,0,869,28-07-16
36975,31,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,42,2342,0,0,1,0,0,1,0,0,0,29,17-05-16
72635,874,0,0,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0,65,2550,0,1,0,0,0,1,0,0,0,767,22-10-15
13624,30,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,44,2684,0,1,0,0,0,0,1,0,0,24,10-06-15
84196,1047,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,45,2550,0,0,1,0,0,0,1,0,0,857,22-10-15
105471,1517,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,1,0,0,0,1,0,1,50,2683,0,0,0,1,0,0,1,0,0,1310,11-06-15
34487,95,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,43,2820,1,0,0,0,0,0,0,0,1,87,25-01-15
28769,188,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,43,2717,0,0,1,0,0,0,1,0,0,185,08-05-15
69084,1556,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,50,2381,0,1,0,0,0,0,0,0,1,1526,08-04-16
65488,909,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,62,2175,0,0,0,1,0,0,0,0,1,855,31-10-16
76467,1517,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,50,2840,0,0,1,0,0,0,1,0,0,1459,05-01-15
83917,1508,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,47,2596,0,0,1,0,0,0,1,0,0,1429,06-09-15
46102,15,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,58,2270,1,0,0,0,0,0,1,0,0,14,28-07-16
84574,1212,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,68,2549,0,0,1,0,0,0,1,0,0,1049,23-10-15
56181,345,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,58,2696,0,1,0,0,0,0,1,0,0,297,29-05-15
83528,1503,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,1,0,0,0,1,28,2218,0,0,1,0,0,0,1,0,0,1356,18-09-16
73691,1106,0,1,58,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0,0,49,2394,0,1,0,0,0,0,1,0,0,1033,26-03-16
76140,1322,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,72,2206,0,0,0,1,0,0,0,0,1,1296,30-09-16
62859,1282,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,61,2705,1,0,0,0,0,0,0,0,1,1257,20-05-15
45906,342,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0,0,56,2577,0,0,1,0,0,0,1,0,0,198,25-09-15
77766,1502,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1,53,2651,0,1,0,0,0,0,0,0,1,1475,13-07-15
46463,224,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,49,2474,0,1,0,0,0,0,0,0,1,213,06-01-16
55282,216,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,50,2357,1,0,0,0,0,0,0,1,0,197,02-05-16
78710,1042,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,43,2196,0,1,0,0,0,0,0,1,0,992,10-10-16
66886,453,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,62,2445,0,0,0,1,0,0,1,0,0,307,04-02-16
98777,1970,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,60,2291,0,0,1,0,0,0,0,1,0,1932,07-07-16
29103,42,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,35,2830,0,0,0,1,0,0,1,0,0,36,15-01-15
67445,1163,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,46,2845,0,1,0,0,0,0,1,0,0,1152,31-12-14
50616,58,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,70,2236,0,0,0,1,0,0,0,0,1,49,31-08-16
49431,348,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,65,2854,1,0,0,0,0,0,1,0,0,331,22-12-14
61278,150,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,67,2335,0,0,0,1,0,0,1,0,0,135,24-05-16
73059,1024,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,73,2461,0,0,0,1,0,0,0,0,1,953,19-01-16
46734,147,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,0,0,54,2410,0,0,1,0,0,0,0,0,1,71,10-03-16
56253,592,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,57,2728,0,0,0,1,0,0,1,0,0,587,27-04-15
58330,913,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,45,2345,0,0,0,0,1,0,1,0,0,762,14-05-16
25965,63,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,40,2819,0,1,0,0,0,0,0,0,0,52,26-01-15
14661,24,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,64,2703,0,0,0,1,0,0,0,1,0,22,22-05-15
18690,41,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,61,2707,0,1,0,0,0,0,1,0,0,22,18-05-15
45068,17,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,46,2568,0,0,0,1,0,0,0,0,1,14,04-10-15
21063,44,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,33,2436,0,0,1,0,0,0,0,0,0,29,13-02-16
29187,32,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,52,2575,0,1,0,0,0,0,0,0,1,30,27-09-15
54690,180,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,49,2393,0,1,0,0,0,1,0,0,0,162,27-03-16
59304,1038,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,56,2494,0,1,0,0,0,0,0,0,1,1028,17-12-15
59247,491,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,58,2392,0,0,1,0,0,0,0,1,0,408,28-03-16
66731,888,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,50,2814,0,0,0,0,1,0,1,0,0,747,31-01-15
77353,611,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,40,2354,0,1,0,0,0,0,1,0,0,552,05-05-16
26751,10,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,46,2197,0,1,0,0,0,0,1,0,0,9,09-10-16
48192,1497,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,1,1,0,1,0,0,1,62,2608,0,1,0,0,0,0,1,0,0,1468,25-08-15
70337,485,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,41,2337,0,0,1,0,0,0,1,0,0,394,22-05-16
69969,1492,0,0,64,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,0,1,55,2465,0,1,0,0,0,0,0,0,1,1448,15-01-16
65295,658,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,40,2347,0,0,1,0,0,0,0,0,1,652,12-05-16
68118,774,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,57,2413,1,0,0,0,0,0,1,0,0,620,07-03-16
68743,1959,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,53,2827,1,0,0,0,0,0,1,0,0,1844,18-01-15
41039,422,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,38,2498,0,0,0,1,0,1,0,0,0,377,13-12-15
38946,216,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,65,2407,0,0,0,1,0,0,1,0,0,175,13-03-16
65777,1092,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,53,2351,0,0,0,1,0,0,1,0,0,1038,08-05-16
66476,611,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,44,2638,1,0,0,0,0,0,0,0,1,533,26-07-15
69267,1489,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,67,2804,0,0,1,0,0,0,1,0,0,1343,10-02-15
77845,1320,0,0,40,760,40,480,0,40,26,1,3,5,12,1,1,0,0,0,1,0,0,31,2203,0,0,0,1,0,0,0,0,1,1294,03-10-16
69476,977,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,51,2431,0,0,0,1,0,0,0,0,1,910,18-02-16
57333,1486,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,66,2804,1,0,0,0,0,0,0,0,1,1310,10-02-15
61209,858,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,50,2467,0,0,1,0,0,0,1,0,0,759,13-01-16
42315,190,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,62,2511,0,0,0,1,0,0,0,1,0,110,30-11-15
13084,19,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,68,2398,0,0,0,1,0,0,0,0,0,9,22-03-16
82014,1480,0,0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,59,2837,0,0,1,0,0,0,1,0,0,1449,08-01-15
61923,120,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,59,2497,0,1,0,0,0,0,0,1,0,114,14-12-15
34824,19,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,25,2254,0,0,1,0,0,0,1,0,0,15,13-08-16
77520,1468,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,0,1,0,1,61,2464,0,1,0,0,0,0,0,1,0,1410,16-01-16
45938,607,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,59,2397,0,0,1,0,0,0,1,0,0,578,23-03-16
78468,970,0,0,29,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,0,0,60,2240,0,0,0,1,0,0,1,0,0,936,27-08-16
78901,700,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,47,2444,1,0,0,0,0,0,1,0,0,666,05-02-16
71427,591,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,42,2268,0,1,0,0,0,0,1,0,0,568,30-07-16
71022,1211,0,1,30,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,0,42,2297,1,0,0,0,0,0,1,0,0,969,01-07-16
73892,1464,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,67,2387,0,0,1,0,0,0,1,0,0,1421,02-04-16
41335,182,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,52,2344,1,0,0,0,0,0,0,1,0,177,15-05-16
35682,39,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,50,2161,1,0,0,0,0,0,0,0,1,21,14-11-16
43185,607,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,69,2604,1,0,0,0,0,0,1,0,0,577,29-08-15
66375,757,0,1,96,712,0,45,0,0,191,3,2,4,5,7,0,0,1,0,0,0,0,72,2379,0,0,0,1,0,0,0,0,1,566,10-04-16
69109,1460,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1,38,2756,0,1,0,0,0,0,1,0,0,1365,30-03-15
25252,12,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,34,2511,0,1,0,0,0,0,1,0,0,6,30-11-15
55250,837,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,55,2775,0,0,1,0,0,0,0,1,0,771,11-03-15
33249,70,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,45,2653,0,0,1,0,0,0,1,0,0,28,11-07-15
58398,547,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,67,2570,0,0,0,1,0,0,1,0,0,498,02-10-15
50272,229,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,38,2485,0,0,0,1,0,0,1,0,0,225,26-12-15
76618,1364,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,45,2728,0,1,0,0,0,0,0,0,1,1217,27-04-15
25851,43,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,42,2662,0,0,0,1,0,0,1,0,0,38,02-07-15
58710,1011,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,50,2614,1,0,0,0,0,0,1,0,0,837,19-08-15
45160,18,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,62,2251,0,0,1,0,0,0,1,0,0,15,16-08-16
74806,956,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,55,2716,0,1,0,0,0,0,0,1,0,947,09-05-15
59111,714,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,66,2582,0,1,0,0,0,0,1,0,0,559,20-09-15
18988,15,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,36,2196,0,1,0,0,0,0,0,0,1,14,10-10-16
72190,1698,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,55,2660,0,1,0,0,0,0,1,0,0,1449,04-07-15
73687,1446,0,0,8,559,153,503,218,13,181,1,3,9,9,2,1,0,0,0,0,0,1,30,2372,0,1,0,0,0,0,1,0,0,1265,17-04-16
80395,1332,0,0,62,445,25,706,80,76,48,1,6,5,12,2,1,0,0,0,0,0,0,65,2377,0,1,0,0,0,0,1,0,0,1284,12-04-16
75012,876,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,44,2314,1,0,0,0,0,0,0,1,0,725,14-06-16
56962,385,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,55,2420,0,1,0,0,0,0,0,1,0,359,29-02-16
89891,653,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,0,0,1,0,0,29,2599,0,0,0,1,0,0,1,0,0,470,03-09-15
35946,11,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,71,2434,1,0,0,0,0,0,0,0,1,11,15-02-16
53593,437,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,67,2850,0,0,0,1,0,0,0,0,1,394,26-12-14
45072,254,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,72,2415,1,0,0,0,0,0,0,0,1,224,05-03-16
89694,1430,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,1,0,0,1,1,0,0,47,2422,1,0,0,0,0,0,1,0,0,1388,27-02-16
